drug_id	target_id	gene_name
DB01645	BE0000792	ESR2
DB00125	BE0000212	SLC7A1
DB01382	BE0000644	KCNJ1
DB01864	BE0001380	ftsZ
DB00956	BE0000420	OPRD1
DB00201	BE0000013	ADORA1
DB00204	BE0000210	KCNK2
DB00207	BE0002465	rplD
DB00119	BE0000088	PKM
DB08787	BE0001120	HSP90AA1
DB00923	BE0003688	pbpA
DB03247	BE0003042	
DB02721	BE0000400	ADH1B
DB00119	BE0000449	SLC16A3
DB00413	BE0000572	ADRA2B
DB04474	BE0003756	S100A7
DB01873	BE0001359	TUBA8
DB03535	BE0004419	
DB00055	BE0000403	GGCX
DB00128	BE0000529	GOT1
DB05869	BE0003428	HMGB1
DB08806	BE0000112	HRH2
DB00215	BE0000442	HRH1
DB09128	BE0000575	ADRA1B
DB01942	BE0001285	hemB
DB04209	BE0001817	acrB
DB01594	BE0002345	GABRB3
DB00264	BE0000694	ADRB2
DB03801	BE0001715	
DB03915	BE0002049	kbl
DB03023	BE0000842	LCK
DB05254	BE0000240	SERPINE1
DB04973	BE0000036	RAF1
DB00170	BE0001184	NQO1
DB05003	BE0000325	RRM1
DB04662	BE0001072	CDK2
DB01708	BE0000071	PPARA
DB00604	BE0000311	HTR3A
DB03247	BE0003021	isiB
DB00454	BE0000760	GRIN2A
DB03366	BE0002766	xlnA
DB01579	BE0000486	SLC6A2
DB09265	BE0000857	GLP1R
DB08150	BE0003762	PKIA
DB02334	BE0001437	comB
DB00231	BE0003592	GABRG2
DB02186	BE0001416	cslA
DB01115	BE0002354	CACNB2
DB00392	BE0000092	CHRM1
DB03092	BE0001671	AMY1A
DB09047	BE0000366	gyrA
DB08678	BE0003769	PTPRB
DB02010	BE0001315	PIK3CG
DB00909	BE0003626	CA5A
DB05009	BE0000924	ADORA2A
DB00131	BE0000774	PRKAB2
DB00157	BE0000059	HSD3B2
DB00384	BE0000495	SCNN1D
DB00143	BE0002279	MGST3
DB08231	BE0004234	RCVRN
DB08495	BE0000216	F10
DB03758	BE0000065	DLAT
DB07836	BE0003997	PLA2G1B
DB03247	BE0001226	
DB05032	BE0000146	HRH4
DB07574	BE0004003	STMN4
DB00829	BE0002344	GABRB1
DB00472	BE0000749	SLC6A4
DB06216	BE0000342	ADRA2C
DB01442	BE0000451	HTR2A
DB07253	BE0002453	EPHB4
DB00661	BE0000012	CACNA1I
DB03147	BE0002198	MAOA
DB03073	BE0001717	PARP1
DB02130	BE0001507	ubiC
DB08272	BE0004263	murI
DB07804	BE0000216	F10
DB00184	BE0002090	CYP19A1
DB00408	BE0000342	ADRA2C
DB01136	BE0000173	NDUFC2
DB08453	BE0003860	UQCRB
DB00157	BE0000755	GLUD2
DB00642	BE0000324	TYMS
DB04176	BE0001229	cobT
DB04334	BE0001831	
DB03277	BE0003046	malE
DB09462	BE0001861	TGFBR2
DB11093	BE0008697	TPT1
DB00218	BE0000429	parC
DB00988	BE0000647	SLC6A3
DB00174	BE0002338	NARS2
DB01588	BE0000795	GABRA1
DB03329	BE0000939	CTSB
DB04679	BE0000214	ABO
DB04501	BE0001246	camC
DB00002	BE0002100	FCGR2C
DB02043	BE0001440	ntpK
DB01580	BE0000694	ADRB2
DB02142	BE0001481	hisC
DB05223	BE0002367	HDAC3
DB01982	BE0002672	algQ2
DB00809	BE0000405	CHRM4
DB02236	BE0001547	purT
DB09068	BE0000291	HTR1A
DB00500	BE0000017	PTGS1
DB08231	BE0001612	
DB08740	BE0000941	CTSD
DB03911	BE0001225	xylA
DB07352	BE0003757	fabZ
DB08569	BE0003762	PKIA
DB00157	BE0000081	NDUFA10
DB01231	BE0000092	CHRM1
DB00417	BE0001304	
DB03516	BE0003539	AOX1
DB00144	BE0002300	SMPD4
DB01083	BE0003620	LIPF
DB07651	BE0000623	PTPN1
DB00863	BE0000112	HRH2
DB01239	BE0000092	CHRM1
DB08323	BE0003805	IGHG2
DB05201	BE0000061	CNR1
DB00466	BE0000795	GABRA1
DB06829	BE0000623	PTPN1
DB04347	BE0001690	aroD
DB00606	BE0000535	CA4
DB03958	BE0001215	DCPS
DB02379	BE0001552	gfo
DB02954	BE0001828	purA
DB03461	BE0002691	ptr2
DB00919	BE0000279	rpsL
DB08190	BE0000220	NQO2
DB01841	BE0001243	
DB00449	BE0002180	BCHE
DB04551	BE0001609	glpK
DB04967	BE0004796	
DB04638	BE0003888	ATP2A1
DB00449	BE0000694	ADRB2
DB08767	BE0004363	aauB
DB01567	BE0003594	GABRG3
DB07112	BE0002217	EGLN1
DB00611	BE0000632	OPRK1
DB02379	BE0001219	cel5A
DB04464	BE0003385	MT-CO2
DB03708	BE0003166	
DB01407	BE0000694	ADRB2
DB01791	BE0001133	PDE4A
DB00477	BE0000090	KCNH2
DB03059	BE0000377	HADH
DB00704	BE0000420	OPRD1
DB00462	BE0000092	CHRM1
DB07647	BE0003382	CHEK1
DB03488	BE0001334	otsA
DB00145	BE0000454	GRIN2C
DB00334	BE0000650	HTR7
DB00627	BE0000783	NNMT
DB08478	BE0000324	TYMS
DB06212	BE0000165	AVPR1A
DB12332	BE0003798	PARP2
DB04457	BE0001438	thyA
DB08236	BE0004249	ARPC1B
DB04387	BE0004793	SAP2
DB03754	BE0000163	VEGFA
DB00025	BE0002110	LRP1
DB04315	BE0003280	rab6
DB03092	BE0004457	AMY2B
DB01049	BE0000020	DRD1
DB00805	BE0002198	MAOA
DB02928	BE0001222	tynA
DB08815	BE0000289	ADRA2A
DB01692	BE0001233	prfA
DB00129	BE0000347	GATM
DB00005	BE0002097	FCGR3A
DB07563	BE0003417	CTSK
DB01579	BE0000501	ADRA1A
DB00608	BE0002189	GSTA2
DB04553	BE0001378	acdS
DB04315	BE0002700	Adss
DB08038	BE0004150	KLK7
DB03088	BE0002639	AMY2A
DB03721	BE0001159	SELP
DB00725	BE0000092	CHRM1
DB03397	BE0004629	EXTL2
DB05798	BE0003425	PRKAR1A
DB05220	BE0000991	AURKA
DB02499	BE0000286	ARG1
DB00619	BE0000014	ABL1
DB07087	BE0000123	ESR1
DB04464	BE0004083	S100G
DB00903	BE0000732	ATP1A1
DB08215	BE0003849	pufC
DB00344	BE0000749	SLC6A4
DB05387	BE0000058	MMP9
DB04017	BE0002198	MAOA
DB04510	BE0001256	TPI
DB01325	BE0000267	CA1
DB04147	BE0003850	puhA
DB00052	BE0000075	GHR
DB00128	BE0002232	ACY3
DB07841	BE0002372	FNTB
DB08354	BE0001209	CSNK2A1
DB00819	BE0003629	CA7
DB01238	BE0000476	HTR1E
DB04513	BE0000418	CALM1
DB00114	BE0002157	
DB01064	BE0000955	PIK3R1
DB01712	BE0000695	FKBP1A
DB03740	BE0002815	IGHG1
DB08554	BE0004340	
DB00387	BE0000092	CHRM1
DB03903	BE0002101	ACTA1
DB03594	BE0000322	CA2
DB06874	BE0002050	gag-pol
DB00369	BE0000343	UL54
DB00929	BE0002375	PTGER3
DB05452	BE0000165	AVPR1A
DB02903	BE0001496	ctxB
DB00178	BE0000221	ACE
DB05662	BE0000123	ESR1
DB00151	BE0000079	CSAD
DB02604	BE0000916	PYGM
DB03389	BE0002844	galM
DB05204	BE0001284	BTK
DB00057	BE0004842	
DB00110	BE0000686	F
DB01565	BE0000420	OPRD1
DB00746	BE0004807	
DB00362	BE0004669	fksA
DB03664	BE0000637	CMPK1
DB03152	BE0003886	petC
DB07401	BE0003854	CYC1
DB04348	BE0004523	CEL
DB06871	BE0003740	NCOA2
DB03335	BE0001234	linB
DB08964	BE0002375	PTGER3
DB05521	BE0001004	SLCO1B1
DB04493	BE0002431	FBP1
DB01238	BE0000045	CHRM3
DB00696	BE0000460	HTR1F
DB04271	BE0001287	PDE4D
DB09068	BE0000797	HTR1B
DB01101	BE0000324	TYMS
DB08410	BE0002815	IGHG1
DB00368	BE0000715	ADRA1D
DB01766	BE0000048	F2
DB00825	BE0001122	TRPA1
DB04464	BE0003990	COX6C
DB01992	BE0001741	pflB
DB01609	BE0004807	
DB03227	BE0001241	BST1
DB07114	BE0001358	ampC
DB05228	BE0000787	gag-pol
DB02400	BE0001184	NQO1
DB09037	BE0003436	PDCD1
DB00709	BE0004136	pol
DB07315	BE0000007	PYGL
DB02767	BE0004024	LY96
DB02325	BE0004626	ADI1
DB02434	BE0001389	tyrB
DB07364	BE0003819	CDK5R1
DB01186	BE0000289	ADRA2A
DB06151	BE0000185	GSS
DB01325	BE0000281	SLC12A2
DB04147	BE0003852	pufM
DB08236	BE0004250	ACTR2
DB08511	BE0001405	tgt
DB00160	BE0000102	AGXT2
DB04510	BE0001227	gpmI
DB01036	BE0000405	CHRM4
DB07467	BE0000322	CA2
DB00244	BE0000017	PTGS1
DB03247	BE0000370	RFK
DB08059	BE0001315	PIK3CG
DB00418	BE0004956	GRIN1
DB04072	BE0004504	ACO2
DB02556	BE0000273	CCBL1
DB00457	BE0000572	ADRA2B
DB00658	BE0004815	
DB04447	BE0003314	bca
DB02239	BE0000050	ALAD
DB04400	BE0000614	TH
DB07894	BE0004066	trpB
DB02371	BE0001529	C1S
DB01017	BE0000163	VEGFA
DB08786	BE0001120	HSP90AA1
DB01381	BE0001640	PLA2G2A
DB08335	BE0001855	MIF
DB04919	BE0002091	FGB
DB01224	BE0000572	ADRA2B
DB01987	BE0001531	budB
DB01439	BE0000770	OPRM1
DB02531	BE0002742	cumD
DB09039	BE0000477	UGCG
DB01442	BE0004674	SLC18A1
DB01336	BE0000738	CHRNA2
DB03622	BE0001182	MMP8
DB08106	BE0001258	murD
DB08473	BE0001209	CSNK2A1
DB03222	BE0001782	nrdE
DB04953	BE0002399	KCNQ4
DB01717	BE0001237	adk
DB02174	BE0001461	murI
DB07606	BE0001072	CDK2
DB00100	BE0000403	GGCX
DB00143	BE0000819	GSTZ1
DB00363	BE0000533	HTR2C
DB08690	BE0003861	UQCR10
DB02196	BE0004629	EXTL2
DB06981	BE0003767	SKP1
DB00228	BE0000218	ATP2C1
DB04233	BE0000683	PNLIP
DB01185	BE0000345	PRLR
DB01268	BE0000205	PDGFRB
DB05096	BE0000974	GRM2
DB00097	BE0000134	LHCGR
DB07954	BE0003717	PDE8A
DB03059	BE0002684	menB
DB07400	BE0000048	F2
DB00125	BE0000520	ASL
DB01336	BE0000560	CHRM2
DB00262	BE0004810	
DB01752	BE0002517	TRDMT1
DB03756	BE0000071	PPARA
DB00397	BE0000289	ADRA2A
DB00540	BE0000749	SLC6A4
DB07369	BE0000915	MET
DB02045	BE0001739	PRSS1
DB02379	BE0001339	cex
DB01608	BE0000575	ADRA1B
DB02899	BE0004011	rsmF
DB01689	BE0000747	AKR1B1
DB05187	BE0001007	PPARD
DB07140	BE0003735	dfrB
DB04772	BE0000048	F2
DB07568	BE0001730	ERG11
DB03978	BE0001936	pcp
DB01195	BE0000197	SCN5A
DB04276	BE0003346	CAPN1
DB00126	BE0002197	BBOX1
DB03108	BE0002944	rpiB
DB02101	BE0000747	AKR1B1
DB00364	BE0004791	
DB03740	BE0001978	HN
DB00030	BE0002126	IGFBP7
DB01427	BE0000436	PDE3A
DB02940	BE0004325	tpdA
DB07449	BE0001092	PADI4
DB01752	BE0000567	GAMT
DB00257	BE0000233	ERG11
DB00381	BE0002355	CACNA1S
DB01403	BE0000581	DRD3
DB03106	BE0002199	CDIPT
DB03929	BE0003198	shp
DB01567	BE0003619	GABRR3
DB00875	BE0000020	DRD1
DB01752	BE0002530	cheR
DB00540	BE0000533	HTR2C
DB03878	BE0001902	ABL
DB00092	BE0002096	C1QC
DB03129	BE0001583	PRSS3
DB04839	BE0000132	AR
DB01832	BE0004531	FAH
DB00321	BE0000146	HRH4
DB00112	BE0002097	FCGR3A
DB03374	BE0001739	PRSS1
DB02122	BE0001430	ampC
DB03461	BE0001089	G6PD
DB00786	BE0003698	MMP23A
DB02134	BE0001556	xapA
DB01354	BE0000764	GABRA6
DB01972	BE0001375	purF
DB01581	BE0000803	folP
DB04788	BE0003367	rpoB
DB00478	BE0000630	M
DB07277	BE0000048	F2
DB00454	BE0000365	GRIN1
DB04395	BE0000185	GSS
DB03152	BE0001200	RHO
DB03017	BE0003266	C8G
DB01375	BE0002468	VDAC1
DB03963	BE0001331	UL80
DB00350	BE0000644	KCNJ1
DB00139	BE0002195	PLOD3
DB04866	BE0000025	COL1A1
DB01069	BE0000092	CHRM1
DB04209	BE0000553	KCNMA1
DB01144	BE0003629	CA7
DB08185	BE0003676	rpsJ
DB06207	BE0000715	ADRA1D
DB04464	BE0004087	UBC
DB07149	BE0001065	GSK3B
DB07515	BE0000048	F2
DB08508	BE0004335	pbp1b
DB05121	BE0004790	
DB08690	BE0003952	pufL
DB00898	BE0000471	GABRA5
DB08219	BE0001072	CDK2
DB00649	BE0004136	pol
DB00184	BE0000738	CHRNA2
DB04886	BE0000787	gag-pol
DB08515	BE0003916	PSMA7
DB03986	BE0002011	deoD
DB09296	BE0008651	NS5A
DB00155	BE0002314	PADI1
DB06404	BE0004672	F12
DB08462	BE0000838	SRC
DB04315	BE0001834	engB
DB00452	BE0000919	CXCR4
DB00346	BE0000501	ADRA1A
DB07778	BE0003859	UQCR11
DB01594	BE0000381	GABRA2
DB06967	BE0000270	REN
DB11093	BE0008699	CASQ1
DB08504	BE0000854	DPP4
DB09149	BE0003392	APP
DB07122	BE0000895	PLAU
DB07639	BE0000048	F2
DB07468	BE0003893	MYH14
DB00634	BE0004658	FOL1
DB01873	BE0001367	TUBB4B
DB04617	BE0000426	ACHE
DB01142	BE0000090	KCNH2
DB03300	BE0003049	MOD
DB02317	BE0001357	pgmB
DB04841	BE0000864	CACNA1H
DB06145	BE0000843	rplC
DB03801	BE0001641	
DB00801	BE0002345	GABRB3
DB03953	BE0000005	NOS2
DB01718	BE0003738	cmaA1
DB00912	BE0000207	ABCC8
DB07997	BE0003762	PKIA
DB01277	BE0000858	IGF1R
DB08407	BE0000800	fabF
DB01140	BE0003624	penA
DB00321	BE0000945	HTR6
DB02018	BE0001474	TPSB2
DB04581	BE0003330	QPCT
DB03428	BE0001082	CDK1
DB03627	BE0001246	camC
DB09213	BE0000017	PTGS1
DB00849	BE0000849	CHRNA4
DB00907	BE0000177	SCN10A
DB02431	BE0001522	kpsU
DB03461	BE0000578	HSD17B8
DB00898	BE0005841	HTR3D
DB00072	BE0002096	C1QC
DB00690	BE0000381	GABRA2
DB09097	BE0000756	DRD2
DB01388	BE0000430	CACNA1C
DB06144	BE0000756	DRD2
DB04395	BE0003115	KIF1A
DB07103	BE0003783	npr
DB01276	BE0000857	GLP1R
DB01331	BE0000744	dacB
DB06969	BE0001120	HSP90AA1
DB02483	BE0001241	BST1
DB00248	BE0000659	HTR1D
DB04272	BE0002555	glnA1
DB02234	BE0000005	NOS2
DB00512	BE0008390	vanX
DB04398	BE0003297	
DB03435	BE0002617	galE
DB00401	BE0002354	CACNB2
DB00669	BE0000797	HTR1B
DB08295	BE0004265	
DB08722	BE0003372	
DB06882	BE0000838	SRC
DB04743	BE0000262	PTGS2
DB01353	BE0000478	GABRA4
DB01186	BE0000291	HTR1A
DB02596	BE0002807	carA
DB00377	BE0000311	HTR3A
DB04688	BE0003836	IGKC
DB02120	BE0001393	tvaI
DB02824	BE0000404	ODC1
DB00646	BE0004803	
DB00258	BE0004815	
DB00120	BE0000561	FARSB
DB06612	BE0001208	IL5
DB02352	BE0001680	LTA4H
DB00999	BE0000553	KCNMA1
DB04512	BE0004320	LCN9
DB03052	BE0001893	TBXAS1
DB04422	BE0001497	luxS
DB03246	BE0001678	araF
DB03793	BE0000907	PRDX5
DB04604	BE0003794	GSG2
DB08175	BE0003740	NCOA2
DB01119	BE0000419	SLC12A3
DB01942	BE0001988	katA
DB01049	BE0004864	ADRA2A
DB08568	BE0003762	PKIA
DB08877	BE0004145	JAK1
DB00151	BE0000791	CTH
DB04400	BE0004555	PCBD1
DB01029	BE0001040	JUN
DB05414	BE0003386	
DB00770	BE0000368	PTGER2
DB02122	BE0004139	ampC
DB06864	BE0002715	menC
DB00002	BE0000710	FCGR1A
DB00321	BE0000156	SIGMAR1
DB06637	BE0004726	KCND1
DB04631	BE0003846	sdhC
DB03725	BE0000906	PCK1
DB05013	BE0002417	PRKCD
DB01559	BE0003592	GABRG2
DB01200	BE0000797	HTR1B
DB08918	BE0000749	SLC6A4
DB06204	BE0000749	SLC6A4
DB03870	BE0001766	abfA
DB02486	BE0002281	GSTA1
DB01960	BE0000957	EIF4E
DB03341	BE0004584	AANAT
DB03461	BE0000329	HSD11B1
DB07500	BE0003768	PLA2G2E
DB03461	BE0001239	icd
DB00696	BE0000451	HTR2A
DB07732	BE0004065	trpA
DB07667	BE0001668	
DB07462	BE0002089	COMT
DB01067	BE0000207	ABCC8
DB08148	BE0003761	PRKACA
DB07592	BE0003417	CTSK
DB09280	BE0001195	CFTR
DB02936	BE0001640	PLA2G2A
DB05255	BE0002410	ADGRF1
DB07643	BE0001215	DCPS
DB07167	BE0000853	CSF1R
DB04485	BE0001403	TK
DB00713	BE0004643	pbp3
DB01224	BE0000451	HTR2A
DB02379	BE0003251	celD
DB00703	BE0000267	CA1
DB00114	BE0002153	GAD1
DB01254	BE0000839	FYN
DB04395	BE0000842	LCK
DB00948	BE0003579	mrdA
DB00081	BE0000901	FCGR3B
DB00877	BE0000695	FKBP1A
DB03224	BE0001805	cycA
DB00075	BE0000710	FCGR1A
DB00160	BE0002318	AARS2
DB07956	BE0003758	CELA1
DB08581	BE0001478	
DB04160	BE0001417	idi
DB03031	BE0001246	camC
DB00974	BE0004808	
DB06856	BE0000895	PLAU
DB04537	BE0001343	trpS
DB04067	BE0002496	
DB08901	BE0001203	FGFR4
DB00143	BE0000820	GPX5
DB02541	BE0001583	PRSS3
DB08266	BE0003368	rpoC
DB06089	BE0002399	KCNQ4
DB01262	BE0004796	
DB03893	BE0000542	GAPDH
DB06144	BE0000451	HTR2A
DB05073	BE0002461	SIRT1
DB07646	BE0004029	B1
DB02464	BE0004529	PRSS2
DB06681	BE0000846	CD86
DB08330	BE0003856	UQCRH
DB03205	BE0001870	qheDH
DB08121	BE0000215	PPARG
DB00776	BE0000197	SCN5A
DB08742	BE0003728	NCOA1
DB00493	BE0008388	
DB03484	BE0004149	ANXA5
DB01597	BE0001148	DPEP1
DB03551	BE0001576	punA
DB09462	BE0001835	dctD
DB07877	BE0001120	HSP90AA1
DB11348	BE0008696	PEF1
DB02333	BE0001489	dcd
DB13152	BE0001021	F11
DB00229	BE0000576	pbpA
DB04378	BE0001694	
DB07858	BE0003761	PRKACA
DB03247	BE0003043	PPCDC
DB04269	BE0001739	PRSS1
DB07950	BE0000273	CCBL1
DB00128	BE0000528	ASPH
DB01591	BE0000405	CHRM4
DB00829	BE0003597	GABRQ
DB02379	BE0004467	MB
DB00567	BE0004290	pbpA
DB04439	BE0001664	mgtA
DB08111	BE0004155	
DB00142	BE0002270	SLC1A6
DB04299	BE0001465	aspC
DB01631	BE0002815	IGHG1
DB01594	BE0002344	GABRB1
DB08437	BE0003828	RPL23A
DB01694	BE0001272	dlgD
DB04588	BE0001120	HSP90AA1
DB04040	BE0001477	eltB
DB08506	BE0004334	pepN
DB00298	BE0000715	ADRA1D
DB02136	BE0001349	
DB00753	BE0000781	KCNA1
DB01887	BE0002050	gag-pol
DB00583	BE0000106	SLC22A5
DB04233	BE0001633	opmA
DB01034	BE0000558	fabH
DB01009	BE0003552	CXCR1
DB03461	BE0001555	
DB03247	BE0003022	isiB
DB03754	BE0002074	nlpI
DB02637	BE0000909	SPR
DB05395	BE0001012	ADRB3
DB00332	BE0000045	CHRM3
DB00697	BE0000342	ADRA2C
DB07139	BE0000747	AKR1B1
DB01069	BE0000418	CALM1
DB01752	BE0004597	PRMT1
DB01062	BE0000045	CHRM3
DB00568	BE0000442	HRH1
DB00487	BE0000429	parC
DB07374	BE0003834	RPL11
DB06366	BE0000511	ERBB2
DB02430	BE0001867	treR
DB07308	BE0002012	map
DB04299	BE0000529	GOT1
DB03332	BE0000263	NOS3
DB08721	BE0003372	
DB00909	BE0003627	CA5B
DB08515	BE0003920	PSMB7
DB03247	BE0003033	tmd
DB00143	BE0001135	GPX4
DB08875	BE0000915	MET
DB08838	BE0004768	ASIC3
DB04444	BE0003893	MYH14
DB08231	BE0004235	luxF
DB07862	BE0004001	DHFRL1
DB00857	BE0000577	SQLE
DB07479	BE0000113	POLB
DB06077	BE0000756	DRD2
DB00157	BE0000065	DLAT
DB03587	BE0003997	PLA2G1B
DB02379	BE0001371	cgt
DB07769	BE0000132	AR
DB05052	BE0000792	ESR2
DB01792	BE0001370	
DB00370	BE0000393	HTR2B
DB04147	BE0004172	cirA
DB03317	BE0003054	cyd
DB01331	BE0004430	pbpG
DB00172	BE0000728	PYCR2
DB08453	BE0003861	UQCR10
DB01020	BE0003578	GUCY1A2
DB07012	BE0001405	tgt
DB03477	BE0000262	PTGS2
DB05092	BE0000590	ITGA4
DB01745	BE0001739	PRSS1
DB08250	BE0001852	KIF11
DB01156	BE0000647	SLC6A3
DB00589	BE0000289	ADRA2A
DB08646	BE0004357	qhnDH
DB06999	BE0000634	BRAF
DB01120	BE0000163	VEGFA
DB02152	BE0000870	MAP2K1
DB01088	BE0001088	PLAT
DB00604	BE0000451	HTR2A
DB05492	BE0000715	ADRA1D
DB03552	BE0000614	TH
DB07720	BE0003963	CHRFAM7A
DB03026	BE0001878	rhaD
DB06070	BE0001898	HSP90AB1
DB04024	BE0001579	thrS
DB03890	BE0003758	CELA1
DB07951	BE0004066	trpB
DB05679	BE0000981	IL12B
DB00690	BE0003619	GABRR3
DB07080	BE0003740	NCOA2
DB02379	BE0001625	amy
DB04454	BE0000347	GATM
DB01973	BE0001299	clcD
DB04530	BE0000324	TYMS
DB02719	BE0000916	PYGM
DB00922	BE0000708	KCNJ11
DB06614	BE0000057	NA
DB04470	BE0001739	PRSS1
DB00842	BE0003593	GABRG1
DB03247	BE0002066	pdxH
DB00036	BE0002128	HPN
DB00108	BE0002099	FCGR2B
DB02493	BE0001441	purA
DB08844	BE0000007	PYGL
DB01841	BE0001371	cgt
DB04137	BE0001814	folE
DB07060	BE0003766	HAO1
DB04912	BE0000587	HMOX2
DB03995	BE0003202	
DB03347	BE0001535	opd
DB06216	BE0000112	HRH2
DB01780	BE0004570	YWHAE
DB02909	BE0002012	map
DB01157	BE0000330	DHFR
DB02532	BE0003983	DHRS4L1
DB07220	BE0001072	CDK2
DB08306	BE0001358	ampC
DB00417	BE0000744	dacB
DB01366	BE0000694	ADRB2
DB07618	BE0001072	CDK2
DB00477	BE0004889	DRD1
DB08312	BE0001072	CDK2
DB01882	BE0004187	map
DB02744	BE0001739	PRSS1
DB00786	BE0001198	MMP12
DB00142	BE0000606	GCLM
DB02979	BE0000263	NOS3
DB03461	BE0000194	HSD17B1
DB04485	BE0001218	tmk
DB01431	BE0000123	ESR1
DB01671	BE0000322	CA2
DB01915	BE0001422	phbA
DB08964	BE0000368	PTGER2
DB01065	BE0003554	RORB
DB00031	BE0002104	CLEC3B
DB08785	BE0004421	celH
DB08651	BE0002425	TOP2B
DB01672	BE0001232	dhbE
DB01165	BE0000742	TOP2A
DB00833	BE0000576	pbpA
DB09028	BE0003585	CHRNA3
DB03981	BE0004149	ANXA5
DB01363	BE0000647	SLC6A3
DB01354	BE0000795	GABRA1
DB03963	BE0001585	XRCC4
DB00921	BE0000632	OPRK1
DB01151	BE0000045	CHRM3
DB03323	BE0001243	
DB03880	BE0001198	MMP12
DB05507	BE0001051	IL1B
DB02034	BE0003505	MAN2A1
DB00546	BE0003595	GABRE
DB01454	BE0000451	HTR2A
DB00922	BE0000436	PDE3A
DB01238	BE0000650	HTR7
DB03793	BE0003176	cpo
DB04242	BE0001523	pobA
DB02110	BE0000017	PTGS1
DB00610	BE0000501	ADRA1A
DB00797	BE0000342	ADRA2C
DB00093	BE0000165	AVPR1A
DB03088	BE0002913	cycA
DB03940	BE0000425	LDHA
DB03147	BE0002989	fpr
DB01595	BE0000478	GABRA4
DB08704	BE0003869	nagZ
DB01435	BE0000017	PTGS1
DB11605	BE0001777	NR1H4
DB04552	BE0000657	PLA2G4A
DB00922	BE0001024	TNNC1
DB06042	BE0001415	TUBB3
DB00726	BE0000575	ADRA1B
DB00498	BE0000713	VKORC1
DB06896	BE0000915	MET
DB01333	BE0000588	mrcA
DB00196	BE0000233	ERG11
DB00378	BE0000557	PGR
DB02685	BE0000939	CTSB
DB04315	BE0003814	ARF1
DB05157	BE0002790	MAPK12
DB01520	BE0000454	GRIN2C
DB01891	BE0001400	pol
DB08660	BE0001209	CSNK2A1
DB02063	BE0001739	PRSS1
DB06202	BE0000792	ESR2
DB04576	BE0000742	TOP2A
DB03811	BE0001751	hisD
DB02262	BE0000382	DHODH
DB08865	BE0000915	MET
DB02910	BE0004500	ECHS1
DB00128	BE0002231	ADSSL1
DB00770	BE0000064	PTGER1
DB03590	BE0001593	ddh
DB01197	BE0000058	MMP9
DB00897	BE0003597	GABRQ
DB00608	BE0001171	TLR9
DB07902	BE0004117	METAP1
DB09264	BE0008656	
DB00948	BE0004643	pbp3
DB00114	BE0002156	
DB00774	BE0000502	SLC12A1
DB02282	BE0001128	MTAP
DB01935	BE0001346	nprS
DB02379	BE0004581	SMARCA5
DB05232	BE0000141	SCN1A
DB05241	BE0002386	MTOR
DB00171	BE0000772	TNK2
DB06204	BE0000770	OPRM1
DB01702	BE0004796	
DB01807	BE0001019	MAPK14
DB01904	BE0001225	xylA
DB00001	BE0000048	F2
DB02589	BE0000263	NOS3
DB00947	BE0000123	ESR1
DB02153	BE0001491	aroH
DB00785	BE0000092	CHRM1
DB02379	BE0001008	LGALS7
DB07334	BE0000369	KDR
DB07263	BE0000623	PTPN1
DB07853	BE0004041	SLK
DB00503	BE0004854	pol
DB03248	BE0001253	kdsA
DB07574	BE0003401	TUBB2B
DB07375	BE0003805	IGHG2
DB03796	BE0003182	
DB07824	BE0001358	ampC
DB01179	BE0000143	TUBB
DB09078	BE0002133	FGFR3
DB02918	BE0001287	PDE4D
DB00131	BE0002431	FBP1
DB00570	BE0003711	TUBD1
DB00067	BE0000773	AVPR1B
DB01621	BE0000451	HTR2A
DB03679	BE0001870	qheDH
DB04395	BE0003084	recA
DB02659	BE0003986	COX4I1
DB03685	BE0004501	GLT6D1
DB13174	BE0000248	ALOX5
DB08019	BE0000067	NOS1
DB00734	BE0000020	DRD1
DB00231	BE0003593	GABRG1
DB00713	BE0004335	pbp1b
DB03396	BE0001534	METAP2
DB08570	BE0001468	NA
DB03135	BE0003844	TPI1
DB04464	BE0003991	COX7B
DB04083	BE0000404	ODC1
DB02010	BE0001193	PDPK1
DB03758	BE0001898	HSP90AB1
DB00087	BE0002100	FCGR2C
DB08818	BE0001113	CD44
DB00456	BE0004335	pbp1b
DB03064	BE0003766	HAO1
DB00246	BE0000291	HTR1A
DB00112	BE0000163	VEGFA
DB01404	BE0000918	IL6
DB01425	BE0000756	DRD2
DB07382	BE0003839	ERN1
DB00111	BE0002093	C1R
DB00459	BE0000663	RARA
DB01611	BE0001171	TLR9
DB03556	BE0003074	CBR1
DB06151	BE0000760	GRIN2A
DB01406	BE0000557	PGR
DB08236	BE0004253	ARPC3
DB08229	BE0001162	CASP3
DB02930	BE0004488	SYN1
DB00115	BE0000320	MMAA
DB00786	BE0003689	MMP10
DB00321	BE0000781	KCNA1
DB09167	BE0004863	ADRA1A
DB08593	BE0000623	PTPN1
DB00915	BE0000756	DRD2
DB00543	BE0000289	ADRA2A
DB01392	BE0000533	HTR2C
DB03403	BE0001617	ispF
DB00463	BE0000381	GABRA2
DB00114	BE0000253	ABAT
DB08818	BE0001085	ICAM1
DB03323	BE0001996	malE
DB00829	BE0000129	GABRR1
DB01992	BE0001310	frc
DB00005	BE0002093	C1R
DB00408	BE0000501	ADRA1A
